Patient,Town
patient_20425,town_19
patient_9295,town_19
patient_9019,town_19
patient_921,town_19
patient_6322,town_19
patient_4713,town_19
patient_7192,town_19
patient_22560,town_19
patient_22268,town_19
patient_15441,town_19
patient_13117,town_19
patient_18598,town_19
patient_21261,town_19
patient_15325,town_19
patient_22399,town_19
patient_17040,town_19
patient_5997,town_19
patient_15940,town_19
patient_21982,town_19
patient_13880,town_19
patient_5985,town_19
patient_20845,town_19
patient_9932,town_19
patient_8926,town_19
patient_12377,town_19
patient_3309,town_19
patient_2088,town_19
patient_18465,town_19
patient_13419,town_19
patient_7705,town_19
patient_238,town_19
patient_4255,town_19
patient_7895,town_19
patient_19615,town_19
patient_700,town_19
patient_15454,town_19
patient_19529,town_19
patient_15393,town_19
patient_614,town_19
patient_7629,town_19
patient_16682,town_19
patient_7430,town_19
patient_11812,town_19
patient_3566,town_19
patient_2965,town_19
patient_11378,town_19
patient_9565,town_19
patient_19665,town_19
patient_10134,town_19
patient_22523,town_19
patient_10757,town_19
patient_11098,town_19
patient_6032,town_19
patient_10541,town_19
patient_14050,town_19
patient_14084,town_19
patient_21580,town_19
patient_22119,town_19
patient_13801,town_19
patient_17884,town_19
patient_18387,town_19
patient_13486,town_19
patient_5960,town_19
patient_22404,town_19
patient_14201,town_19
patient_543,town_19
patient_12643,town_19
patient_1738,town_19
patient_2061,town_19
patient_14556,town_19
patient_1358,town_19
patient_7235,town_19
patient_3628,town_19
patient_20662,town_19
patient_2573,town_19
patient_9074,town_19
patient_7930,town_19
patient_4100,town_19
patient_13020,town_19
patient_11131,town_19
patient_4873,town_19
patient_10141,town_19
patient_12482,town_19
patient_13187,town_19
patient_16531,town_19
patient_7245,town_19
patient_8535,town_19
patient_8586,town_19
patient_10727,town_19
patient_22369,town_19
patient_447,town_19
patient_16548,town_19
patient_19090,town_19
patient_3512,town_19
patient_5036,town_19
patient_2036,town_19
patient_6798,town_19
patient_8393,town_19
patient_13140,town_19
patient_7647,town_19
patient_13333,town_19
patient_10381,town_19
patient_13243,town_19
patient_202,town_19
patient_21020,town_19
patient_3538,town_19
patient_10023,town_19
patient_5355,town_19
patient_12216,town_19
patient_18083,town_19
patient_21831,town_19
patient_21149,town_19
patient_9641,town_19
patient_1627,town_19
patient_21022,town_19
patient_12023,town_19
patient_6317,town_19
patient_16174,town_19
patient_9578,town_19
patient_7316,town_19
patient_6004,town_19
patient_9109,town_19
patient_393,town_19
patient_8911,town_19
patient_440,town_19
patient_9879,town_19
patient_13067,town_19
patient_16470,town_19
patient_16152,town_19
patient_5972,town_19
patient_2828,town_19
patient_5207,town_19
patient_14992,town_19
patient_8319,town_19
patient_6058,town_19
patient_1340,town_19
patient_20490,town_19
patient_15286,town_19
patient_222,town_19
patient_19378,town_19
patient_10411,town_19
patient_7966,town_19
patient_21873,town_19
patient_14610,town_19
patient_17538,town_19
patient_21129,town_19
patient_17837,town_19
patient_1080,town_19
patient_17916,town_19
patient_8967,town_19
patient_20460,town_19
patient_10221,town_19
patient_211,town_19
patient_5699,town_19
patient_6654,town_19
patient_14193,town_19
patient_5845,town_19
patient_953,town_19
patient_21527,town_19
patient_15031,town_19
patient_22266,town_19
patient_16122,town_19
patient_2700,town_19
patient_16334,town_19
patient_20776,town_19
patient_9321,town_19
patient_21788,town_19
patient_2950,town_19
patient_14044,town_19
patient_8337,town_19
patient_15841,town_19
patient_1598,town_19
patient_4714,town_19
patient_2497,town_19
patient_10695,town_19
patient_5942,town_19
patient_16127,town_19
patient_16325,town_19
patient_6310,town_19
patient_22644,town_19
patient_22471,town_19
patient_19461,town_20
patient_1044,town_20
patient_13141,town_20
patient_15277,town_20
patient_13584,town_20
patient_19023,town_20
patient_17066,town_20
patient_77,town_20
patient_7161,town_20
patient_8872,town_20
patient_3169,town_20
patient_10129,town_20
patient_4768,town_20
patient_17099,town_20
patient_19457,town_20
patient_20911,town_20
patient_6649,town_20
patient_8281,town_20
patient_6405,town_20
patient_12726,town_20
patient_8247,town_20
patient_9276,town_20
patient_4052,town_20
patient_10665,town_20
patient_8371,town_20
patient_1585,town_20
patient_8017,town_20
patient_10174,town_20
patient_11438,town_20
patient_5613,town_20
patient_8603,town_20
patient_13065,town_20
patient_5758,town_20
patient_9851,town_20
patient_19623,town_20
patient_8734,town_20
patient_1779,town_20
patient_21994,town_20
patient_2059,town_20
patient_1565,town_20
patient_996,town_20
patient_6552,town_20
patient_9822,town_20
patient_1311,town_20
patient_269,town_20
patient_22144,town_20
patient_408,town_20
patient_16035,town_20
patient_6761,town_20
patient_14256,town_20
patient_22295,town_20
patient_5077,town_20
patient_3254,town_20
patient_6695,town_20
patient_16262,town_20
patient_5900,town_20
patient_6,town_20
patient_3428,town_20
patient_7454,town_20
patient_6077,town_20
patient_5115,town_20
patient_464,town_20
patient_9664,town_20
patient_20026,town_20
patient_4085,town_20
patient_4403,town_20
patient_16415,town_20
patient_16555,town_20
patient_4336,town_20
patient_22196,town_20
patient_11673,town_20
patient_9669,town_20
patient_7321,town_20
patient_8124,town_20
patient_14934,town_20
patient_3311,town_20
patient_16888,town_20
patient_4448,town_20
patient_6309,town_20
patient_14606,town_20
patient_7581,town_20
patient_20915,town_20
patient_9672,town_20
patient_11607,town_20
patient_6071,town_20
patient_16097,town_20
patient_21752,town_20
patient_8950,town_20
patient_3211,town_20
patient_22441,town_20
patient_13217,town_20
patient_4198,town_20
patient_5872,town_20
patient_14384,town_20
patient_12780,town_20
patient_19260,town_20
patient_8507,town_20
patient_10125,town_20
patient_4207,town_20
patient_3491,town_20
patient_10428,town_20
patient_19,town_20
patient_13201,town_20
patient_5332,town_20
patient_8985,town_20
patient_19712,town_20
patient_16533,town_20
patient_17468,town_20
patient_10087,town_20
patient_9413,town_20
patient_22456,town_20
patient_12059,town_20
patient_3387,town_20
patient_17318,town_20
patient_10879,town_20
patient_12647,town_20
patient_19312,town_20
patient_14197,town_20
patient_6705,town_20
patient_21007,town_20
patient_8816,town_20
patient_3663,town_20
patient_1258,town_20
patient_5741,town_20
patient_1769,town_20
patient_14413,town_20
patient_9255,town_20
patient_5135,town_20
patient_2128,town_20
patient_15798,town_20
patient_19619,town_20
patient_841,town_20
patient_16104,town_20
patient_17267,town_20
patient_14318,town_20
patient_13144,town_20
patient_9016,town_20
patient_10770,town_20
patient_16220,town_20
patient_4247,town_20
patient_13138,town_20
patient_10454,town_20
patient_17022,town_20
patient_21789,town_20
patient_15336,town_20
patient_11775,town_20
patient_712,town_20
patient_3815,town_20
patient_8995,town_20
patient_6300,town_20
patient_3703,town_20
patient_2765,town_20
patient_5907,town_20
patient_699,town_20
patient_12366,town_20
patient_15807,town_20
patient_6868,town_20
patient_18833,town_20
patient_273,town_20
patient_8653,town_20
patient_2192,town_20
patient_20759,town_20
patient_20546,town_20
patient_3793,town_20
patient_5965,town_20
patient_12899,town_20
patient_15437,town_20
patient_14141,town_20
patient_11746,town_20
patient_20354,town_20
patient_8869,town_20
patient_8515,town_20
patient_20868,town_20
patient_7946,town_20
patient_14728,town_20
patient_2766,town_20
patient_10743,town_20
patient_3856,town_20
patient_20363,town_20
patient_13210,town_20
patient_20140,town_20
patient_20660,town_20
patient_20307,town_20
patient_7170,town_20
patient_4057,town_20
patient_11014,town_20
patient_4305,town_20
patient_413,town_20
patient_9152,town_20
patient_17287,town_20
patient_13541,town_20
patient_13992,town_20
patient_17504,town_20
patient_12919,town_20
patient_11705,town_20
patient_2923,town_20
patient_6936,town_20
patient_18998,town_20
patient_21878,town_20
patient_9972,town_20
patient_17661,town_20
patient_16583,town_20
patient_19725,town_20
patient_12816,town_20
patient_11706,town_20
patient_6550,town_20
patient_17611,town_20
patient_21913,town_20
patient_1152,town_20
patient_21294,town_20
patient_9588,town_20
patient_19695,town_20
patient_20131,town_20
patient_20348,town_20
patient_12370,town_20
patient_22058,town_20
patient_18425,town_20
patient_5267,town_20
patient_13421,town_20
patient_13816,town_20
patient_15450,town_20
patient_13622,town_20
patient_3780,town_20
patient_4950,town_20
patient_9944,town_20
patient_3314,town_20
patient_5327,town_20
patient_20181,town_20
patient_12886,town_20
patient_12725,town_20
patient_20620,town_20
patient_1043,town_20
patient_20991,town_20
patient_9340,town_20
patient_1748,town_20
patient_8374,town_20
patient_2527,town_20
patient_17262,town_20
patient_16489,town_20
patient_20126,town_20
patient_3472,town_20
patient_3510,town_20
patient_18956,town_20
patient_22447,town_20
patient_7299,town_20
patient_5775,town_20
patient_5295,town_20
patient_11776,town_20
patient_20925,town_20
patient_21901,town_20
patient_20257,town_20
patient_9465,town_20
patient_20423,town_20
patient_8510,town_20
patient_5001,town_20
patient_7864,town_20
patient_20488,town_20
patient_12385,town_20
patient_15692,town_20
patient_662,town_20
patient_12289,town_20
patient_11969,town_20
patient_15069,town_20
patient_18580,town_20
patient_20296,town_20
patient_12574,town_20
patient_14148,town_20
patient_10234,town_20
patient_5903,town_20
patient_10279,town_20
patient_10564,town_20
patient_13124,town_20
patient_19205,town_20
patient_13528,town_20
patient_1859,town_20
patient_567,town_20
patient_12891,town_20
patient_10532,town_20
patient_18713,town_20
patient_17479,town_20
patient_11305,town_20
patient_6690,town_20
patient_4277,town_20
patient_10669,town_20
patient_22391,town_20
patient_15253,town_20
patient_3239,town_20
patient_20168,town_20
patient_9728,town_20
patient_17471,town_20
patient_10656,town_20
patient_12362,town_20
patient_11493,town_20
patient_18414,town_20
patient_12592,town_20
patient_9476,town_20
patient_22182,town_20
patient_17317,town_20
patient_2984,town_20
patient_5356,town_20
patient_20087,town_20
patient_18199,town_20
patient_16376,town_20
patient_13038,town_20
patient_18290,town_20
patient_17650,town_21
patient_15934,town_21
patient_14170,town_21
patient_9836,town_21
patient_13836,town_21
patient_12807,town_21
patient_20003,town_21
patient_12414,town_21
patient_9332,town_21
patient_19654,town_21
patient_9466,town_21
patient_5304,town_21
patient_16482,town_21
patient_16738,town_21
patient_2901,town_21
patient_12483,town_21
patient_19151,town_21
patient_12910,town_21
patient_14766,town_21
patient_3010,town_21
patient_7222,town_21
patient_16921,town_21
patient_7288,town_21
patient_21602,town_21
patient_20595,town_21
patient_308,town_21
patient_20205,town_21
patient_15442,town_21
patient_6210,town_21
patient_14055,town_21
patient_14639,town_21
patient_3724,town_21
patient_2185,town_21
patient_2979,town_21
patient_6379,town_21
patient_18164,town_21
patient_19369,town_21
patient_466,town_21
patient_9179,town_21
patient_21870,town_21
patient_16911,town_21
patient_10440,town_21
patient_21288,town_21
patient_18532,town_21
patient_12079,town_21
patient_22548,town_21
patient_6248,town_21
patient_8257,town_21
patient_12790,town_21
patient_5016,town_21
patient_14712,town_21
patient_126,town_21
patient_19258,town_21
patient_17273,town_21
patient_9553,town_21
patient_16276,town_21
patient_20827,town_21
patient_3383,town_21
patient_5936,town_21
patient_15185,town_21
patient_5275,town_21
patient_11414,town_21
patient_20386,town_21
patient_15064,town_21
patient_1677,town_21
patient_21709,town_21
patient_18720,town_21
patient_2009,town_21
patient_296,town_21
patient_3336,town_21
patient_8627,town_21
patient_12687,town_21
patient_3457,town_21
patient_7799,town_21
patient_9880,town_21
patient_10388,town_21
patient_19811,town_21
patient_3999,town_21
patient_17224,town_21
patient_10942,town_21
patient_9510,town_21
patient_3344,town_21
patient_16813,town_21
patient_6161,town_21
patient_11422,town_21
patient_12405,town_21
patient_15562,town_21
patient_16952,town_21
patient_3135,town_21
patient_13616,town_21
patient_9705,town_21
patient_15350,town_21
patient_19204,town_21
patient_3206,town_21
patient_20305,town_21
patient_16879,town_21
patient_11883,town_21
patient_16991,town_21
patient_15970,town_21
patient_4033,town_21
patient_12531,town_21
patient_13373,town_21
patient_22039,town_21
patient_18169,town_21
patient_14719,town_21
patient_9878,town_21
patient_17265,town_21
patient_1793,town_21
patient_11128,town_21
patient_10640,town_21
patient_2116,town_21
patient_8062,town_21
patient_21319,town_21
patient_1820,town_21
patient_14799,town_21
patient_22546,town_21
patient_7000,town_21
patient_10480,town_21
patient_5383,town_21
patient_3231,town_21
patient_20972,town_21
patient_10875,town_21
patient_3645,town_21
patient_4140,town_21
patient_16271,town_21
patient_22411,town_21
patient_9349,town_21
patient_16167,town_21
patient_22467,town_21
patient_3810,town_21
patient_21630,town_21
patient_19686,town_21
patient_11262,town_21
patient_16797,town_21
patient_3459,town_21
patient_8650,town_21
patient_2320,town_21
patient_12657,town_21
patient_2886,town_21
patient_3838,town_21
patient_17422,town_21
patient_18901,town_21
patient_7080,town_21
patient_6359,town_21
patient_2218,town_21
patient_6525,town_21
patient_9864,town_21
patient_7295,town_21
patient_17936,town_21
patient_537,town_21
patient_119,town_21
patient_19802,town_21
patient_8414,town_21
patient_19535,town_21
patient_1158,town_21
patient_4734,town_21
patient_18279,town_21
patient_19163,town_21
patient_17170,town_21
patient_22394,town_21
patient_9082,town_21
patient_14194,town_21
patient_1766,town_21
patient_12293,town_21
patient_6432,town_21
patient_22017,town_21
patient_1733,town_21
patient_563,town_21
patient_7440,town_21
patient_20614,town_21
patient_5360,town_21
patient_5949,town_21
patient_21846,town_21
patient_22098,town_21
patient_3513,town_21
patient_17635,town_21
patient_12449,town_21
patient_20766,town_21
patient_21701,town_21
patient_11873,town_21
patient_11273,town_21
patient_14248,town_21
patient_1201,town_21
patient_20840,town_21
patient_7678,town_21
patient_591,town_21
patient_10570,town_21
patient_18497,town_21
patient_19559,town_21
patient_2660,town_21
patient_18119,town_21
patient_21941,town_21
patient_13611,town_21
patient_13533,town_21
patient_11541,town_21
patient_6840,town_21
patient_4391,town_21
patient_372,town_21
patient_4590,town_21
patient_2658,town_21
patient_18471,town_21
patient_13745,town_21
patient_2498,town_21
